1,4
1,18
1,37
4,6
4,42
4,49
6,8
8,10
10,12
12,14
14,17
14,47
14,55
17,27
17,46
18,20
20,22
22,23
22,40
23,24
23,43
24,25
25,26
26,27
28,32
28,36
31,32
31,36
32,34
32,42
34,36
36,47
37,38
37,42
38,39
39,40
40,41
41,42
43,44
43,48
44,45
45,46
46,47
47,48
49,51
49,59
51,52
52,53
53,55
55,57
57,59
61,62
61,68
62,63
63,64
64,65
65,66
66,67
67,68
